	QID	label	geneID	proteinID	wikilink
40850	Q18036673	PHLPP2	23035	Q21122519	https://en.wikipedia.org/wiki/PHLPPL
40855	Q18036675	PDZD2	23037	Q21120418	https://en.wikipedia.org/wiki/PDZD2
40856	Q18036675	PDZD2	23037	Q21150542	https://en.wikipedia.org/wiki/PDZD2
40864	Q18036678	MYT1L	23040	Q21120899	https://en.wikipedia.org/wiki/MYT1L
40872	Q18036679	MON2	23041	Q21101596	https://en.wikipedia.org/wiki/MON2
40873	Q18036679	MON2	23041	Q21146648	https://en.wikipedia.org/wiki/MON2
40880	Q18036681	TNIK	23043	Q21108517	https://en.wikipedia.org/wiki/TNIK
40884	Q18036683	PDS5B	23047	Q21100493	https://en.wikipedia.org/wiki/PDS5B
40885	Q18036683	PDS5B	23047	Q21139339	https://en.wikipedia.org/wiki/PDS5B
40894	Q18036684	FNBP1	23048	Q21102726	https://en.wikipedia.org/wiki/FNBP1
40898	Q18036685	SMG1	23049	Q21134874	https://en.wikipedia.org/wiki/SMG1
40899	Q18036685	SMG1	23049	Q21141908	https://en.wikipedia.org/wiki/SMG1
40907	Q18036686	ZHX3	23051	Q21109063	https://en.wikipedia.org/wiki/ZHX3
40911	Q18036689	NCOA6	23054	Q21154927	https://en.wikipedia.org/wiki/NCOA6
40915	Q18036690	NMNAT2	23057	Q21118871	https://en.wikipedia.org/wiki/NMNAT2
40921	Q18036691	CLUAP1	23059	Q21102421	https://en.wikipedia.org/wiki/CLUAP1
40922	Q18036691	CLUAP1	23059	Q21142893	https://en.wikipedia.org/wiki/CLUAP1
40928	Q18036694	GGA2	23062	Q21116961	https://en.wikipedia.org/wiki/GGA2
40932	Q18036695	WAPL	23063	Q21442099	https://en.wikipedia.org/wiki/WAPAL
40940	Q18048739	CADPS2	93664	Q21111892	https://en.wikipedia.org/wiki/CADPS2
40941	Q18048739	CADPS2	93664	Q21147394	https://en.wikipedia.org/wiki/CADPS2
40948	Q18048742	GCNA	93953	Q4674093	https://en.wikipedia.org/wiki/Acidic_repeat-containing_protein
40951	Q18048744	ATP5IF1	93974	Q21106657	https://en.wikipedia.org/wiki/ATPIF1
40953	Q18048745	CLEC6A	93978	Q21100826	https://en.wikipedia.org/wiki/CLEC6A
40956	Q18048746	CPA5	93979	Q21130877	https://en.wikipedia.org/wiki/CPA5
40957	Q18048746	CPA5	93979	Q21139285	https://en.wikipedia.org/wiki/CPA5
40962	Q18048760	PIGS	94005	Q21118553	https://en.wikipedia.org/wiki/PIGS_(gene)
40966	Q18048764	TTYH2	94015	Q21135840	https://en.wikipedia.org/wiki/Tweety_family_member_2
40971	Q18048768	CGB7	94027	Q21100708	https://en.wikipedia.org/wiki/CGB7
40972	Q18048768	CGB7	94027	Q26242100	https://en.wikipedia.org/wiki/CGB7
40979	Q18048776	FTMT	94033	Q21118165	https://en.wikipedia.org/wiki/Mitochondrial_ferritin
40984	Q18048777	ZNF101	94039	Q21173740	https://en.wikipedia.org/wiki/Zinc_finger_protein_101
40987	Q18048778	SYAP1	94056	Q21135763	https://en.wikipedia.org/wiki/SYAP1
40992	Q18048780	SFXN1	94081	Q21121419	https://en.wikipedia.org/wiki/SFXN1
40993	Q18048780	SFXN1	94081	Q21142289	https://en.wikipedia.org/wiki/SFXN1
41004	Q18048784	ORMDL1	94101	Q21124253	https://en.wikipedia.org/wiki/ORMDL1
41009	Q18048785	ORMDL3	94103	Q21124251	https://en.wikipedia.org/wiki/Ormdl_sphingolipid_biosynthesis_regulator_3
41010	Q18048785	ORMDL3	94103	Q21146402	https://en.wikipedia.org/wiki/Ormdl_sphingolipid_biosynthesis_regulator_3
41016	Q18048787	PAXBP1	94104	Q21120416	https://en.wikipedia.org/wiki/PAXBP1
41022	Q18048792	SYTL4	94121	Q21114133	https://en.wikipedia.org/wiki/SYTL4
41027	Q18048815	ABCC12	94160	Q21118796	https://en.wikipedia.org/wiki/ABCC12
41028	Q18048815	ABCC12	94160	Q21140355	https://en.wikipedia.org/wiki/ABCC12
41034	Q18048819	FOXQ1	94234	Q21115913	https://en.wikipedia.org/wiki/FOXQ1
41040	Q18048823	H2AZ2	94239	Q21110985	https://en.wikipedia.org/wiki/H2AFV
41043	Q18048824	EPSTI1	94240	Q21107311	https://en.wikipedia.org/wiki/Epithelial_stromal_interaction_1
41044	Q18048824	EPSTI1	94240	Q21139055	https://en.wikipedia.org/wiki/Epithelial_stromal_interaction_1
41050	Q18048825	TP53INP1	94241	Q21136221	https://en.wikipedia.org/wiki/TP53INP1
41056	Q18048826	PPP1R14A	94274	Q21124947	https://en.wikipedia.org/wiki/PPP1R14A
41061	Q18048835	FNIP1	96459	Q21118160	https://en.wikipedia.org/wiki/FNIP1
41066	Q18048839	TGS1	96764	Q21173916	https://en.wikipedia.org/wiki/TGS1
41070	Q18048840	MYL12B	103910	Q22679931	https://en.wikipedia.org/wiki/MYL12B
41075	Q18048843	EGLN2	112398	Q21110131	https://en.wikipedia.org/wiki/EGLN2
41076	Q18048843	EGLN2	112398	Q21140110	https://en.wikipedia.org/wiki/EGLN2
41087	Q18048844	EGLN3	112399	Q21104886	https://en.wikipedia.org/wiki/EGLN3
41088	Q18048844	EGLN3	112399	Q21141806	https://en.wikipedia.org/wiki/EGLN3
41096	Q18048847	PRRT2	112476	Q21133937	https://en.wikipedia.org/wiki/PRRT2
41100	Q18048849	SAT2	112483	Q21122766	https://en.wikipedia.org/wiki/SAT2
41103	Q18048853	SNX18	112574	Q21123831	https://en.wikipedia.org/wiki/SNAG1
41108	Q18048856	MRAP2	112609	Q21120871	https://en.wikipedia.org/wiki/MRAP2
41114	Q18048864	RDH13	112724	Q21137158	https://en.wikipedia.org/wiki/RDH13
41115	Q18048864	RDH13	112724	Q21173929	https://en.wikipedia.org/wiki/RDH13
41124	Q18048867	STX1B	112755	Q21123908	https://en.wikipedia.org/wiki/STX1B
41127	Q18048871	HOGA1	112817	Q21118328	https://en.wikipedia.org/wiki/HOGA1
41130	Q18048875	TP53RK	112858	Q21111839	https://en.wikipedia.org/wiki/TP53RK
41139	Q18034868	SGSM2	9905	Q21134819	https://en.wikipedia.org/wiki/SGSM2
41143	Q18034871	G3BP2	9908	Q21106123	https://en.wikipedia.org/wiki/G3BP2
41144	Q18034871	G3BP2	9908	Q21117595	https://en.wikipedia.org/wiki/G3BP2
41145	Q18034871	G3BP2	9908	Q21139465	https://en.wikipedia.org/wiki/G3BP2
41154	Q18034875	ARHGAP44	9912	Q21135332	https://en.wikipedia.org/wiki/ARHGAP44
41159	Q18034876	SUPT7L	9913	Q21122133	https://en.wikipedia.org/wiki/SUPT7L
41165	Q18034878	ARNT2	9915	Q21130018	https://en.wikipedia.org/wiki/ARNT2
41166	Q18034878	ARNT2	9915	Q21150344	https://en.wikipedia.org/wiki/ARNT2
41175	Q18034879	FAM20B	9917	Q21135930	https://en.wikipedia.org/wiki/FAM20B
41176	Q18034879	FAM20B	9917	Q21148023	https://en.wikipedia.org/wiki/FAM20B
41188	Q18034880	NCAPD2	9918	Q21105656	https://en.wikipedia.org/wiki/NCAPD2
41194	Q18034881	SEC16A	9919	Q21121602	https://en.wikipedia.org/wiki/SEC16A
41198	Q18034882	KBTBD11	9920	Q22680253	https://en.wikipedia.org/wiki/Kelch_repeat_and_btb_domain_containing_11
41201	Q18034883	RNF10	9921	Q21140362	https://en.wikipedia.org/wiki/RNF10
41202	Q18034883	RNF10	9921	Q21175100	https://en.wikipedia.org/wiki/RNF10
41208	Q18034884	IQSEC1	9922	Q21107701	https://en.wikipedia.org/wiki/IQSEC1
41214	Q18034885	ZBTB40	9923	Q21136895	https://en.wikipedia.org/wiki/ZBTB40
41215	Q18034885	ZBTB40	9923	Q21142946	https://en.wikipedia.org/wiki/ZBTB40
41224	Q18034886	PAN2	9924	Q21122470	https://en.wikipedia.org/wiki/USP52
41225	Q18034886	PAN2	9924	Q21138247	https://en.wikipedia.org/wiki/USP52
41229	Q18034889	KIF14	9928	Q21119899	https://en.wikipedia.org/wiki/KIF14
41234	Q18034892	P2RY14	9934	Q21121807	https://en.wikipedia.org/wiki/P2RY14
41235	Q18034892	P2RY14	9934	Q21143131	https://en.wikipedia.org/wiki/P2RY14
41244	Q18034893	MAFB	9935	Q21115479	https://en.wikipedia.org/wiki/MAFB_(gene)
41249	Q18034894	CD302	9936	Q21132538	https://en.wikipedia.org/wiki/CD302
41256	Q18034895	DCLRE1A	9937	Q21110029	https://en.wikipedia.org/wiki/DCLRE1A
41260	Q18034896	ARHGAP25	9938	Q21135286	https://en.wikipedia.org/wiki/ARHGAP25
41261	Q18034896	ARHGAP25	9938	Q21151491	https://en.wikipedia.org/wiki/ARHGAP25
41268	Q18034897	RBM8A	9939	Q21116039	https://en.wikipedia.org/wiki/RBM8A
41272	Q18034898	DLEC1	9940	Q21108539	https://en.wikipedia.org/wiki/Deleted_in_lung_and_esophageal_cancer_1
41273	Q18034898	DLEC1	9940	Q21149391	https://en.wikipedia.org/wiki/Deleted_in_lung_and_esophageal_cancer_1
41279	Q18034901	OXSR1	9943	Q21105493	https://en.wikipedia.org/wiki/OXSR1
41282	Q18034903	CRYZL1	9946	Q21122619	https://en.wikipedia.org/wiki/CRYZL1
41283	Q18034903	CRYZL1	9946	Q21140089	https://en.wikipedia.org/wiki/CRYZL1
41291	Q18034905	WDR1	9948	Q21174621	https://en.wikipedia.org/wiki/WDR1
41296	Q18034907	GOLGA5	9950	Q21103261	https://en.wikipedia.org/wiki/GOLGA5
41301	Q18034909	HS3ST3B1	9953	Q21119790	https://en.wikipedia.org/wiki/HS3ST3B1
41304	Q18034910	HS3ST3A1	9955	Q21119791	https://en.wikipedia.org/wiki/HS3ST3A1
41306	Q18034911	HS3ST2	9956	Q21119786	https://en.wikipedia.org/wiki/HS3ST2
41310	Q18034912	HS3ST1	9957	Q21119773	https://en.wikipedia.org/wiki/HS3ST1
41313	Q18034913	USP15	9958	Q21112955	https://en.wikipedia.org/wiki/USP15
41314	Q18034913	USP15	9958	Q21139839	https://en.wikipedia.org/wiki/USP15
41320	Q18034916	MVP	9961	Q6738371	https://en.wikipedia.org/wiki/Major_vault_protein
41321	Q18034916	MVP	9961	Q21137946	https://en.wikipedia.org/wiki/Major_vault_protein
41322	Q18034916	MVP	9961	Q21143336	https://en.wikipedia.org/wiki/Major_vault_protein
41329	Q18034917	SLC23A2	9962	Q21121358	https://en.wikipedia.org/wiki/SLC23A2
41334	Q18034920	FGF19	9965	Q21172797	https://en.wikipedia.org/wiki/FGF19
41336	Q18041958	RUFY2	55680	Q21137075	https://en.wikipedia.org/wiki/RUFY2
41337	Q18041958	RUFY2	55680	Q21139135	https://en.wikipedia.org/wiki/RUFY2
41343	Q18041959	SCYL2	55681	Q21118054	https://en.wikipedia.org/wiki/SCYL2
41347	Q18041960	KANSL3	55683	Q21117851	https://en.wikipedia.org/wiki/KANSL3
41351	Q18041961	RABL6	55684	Q21114768	https://en.wikipedia.org/wiki/RABL6
41352	Q18041961	RABL6	55684	Q21117772	https://en.wikipedia.org/wiki/RABL6
41357	Q18041963	TRMU	55687	Q21108970	https://en.wikipedia.org/wiki/TRMU
41358	Q18041963	TRMU	55687	Q21137160	https://en.wikipedia.org/wiki/TRMU
41368	Q18041965	PACS1	55690	Q21137098	https://en.wikipedia.org/wiki/PACS1
41369	Q18041965	PACS1	55690	Q21141793	https://en.wikipedia.org/wiki/PACS1
41370	Q18041965	PACS1	55690	Q21171023	https://en.wikipedia.org/wiki/PACS1
41377	Q18041966	FRMD4A	55691	Q21107504	https://en.wikipedia.org/wiki/FERM_Domain_Containing_4A
41378	Q18041966	FRMD4A	55691	Q21141314	https://en.wikipedia.org/wiki/FERM_Domain_Containing_4A
41379	Q18041966	FRMD4A	55691	Q21143523	https://en.wikipedia.org/wiki/FERM_Domain_Containing_4A
41392	Q18041967	LUC7L	55692	Q21100761	https://en.wikipedia.org/wiki/LUC7L
41393	Q18041967	LUC7L	55692	Q21141189	https://en.wikipedia.org/wiki/LUC7L
41394	Q18041967	LUC7L	55692	Q21149467	https://en.wikipedia.org/wiki/LUC7L
41405	Q18041968	KDM4D	55693	Q21204310	https://en.wikipedia.org/wiki/KDM4D
41409	Q18041969	NSUN5	55695	Q21123169	https://en.wikipedia.org/wiki/NSUN5
41413	Q18041970	RBM22	55696	Q21125055	https://en.wikipedia.org/wiki/RBM22
41419	Q18041971	VAC14	55697	Q21116300	https://en.wikipedia.org/wiki/VAC14
41420	Q18041971	VAC14	55697	Q21139505	https://en.wikipedia.org/wiki/VAC14
41431	Q18041972	RADIL	55698	Q21114137	https://en.wikipedia.org/wiki/RADIL
41432	Q18041972	RADIL	55698	Q21147180	https://en.wikipedia.org/wiki/RADIL
41436	Q18036537	LMTK2	22853	Q21107718	https://en.wikipedia.org/wiki/LMTK2
41441	Q18036540	CILK1	22858	Q21118367	https://en.wikipedia.org/wiki/ICK_(gene)
41446	Q18036541	ADGRL1	22859	Q21113825	https://en.wikipedia.org/wiki/Latrophilin_1
41447	Q18036541	ADGRL1	22859	Q21139514	https://en.wikipedia.org/wiki/Latrophilin_1
41460	Q18036542	NLRP1	22861	Q21171805	https://en.wikipedia.org/wiki/NLRP1
41466	Q18036543	FNDC3A	22862	Q21107349	https://en.wikipedia.org/wiki/FNDC3A
41471	Q18036547	CNKSR2	22866	Q21172736	https://en.wikipedia.org/wiki/CNKSR2
41474	Q18036548	FASTKD2	22868	Q21101322	https://en.wikipedia.org/wiki/FASTKD2
41478	Q18036549	ZNF510	22869	Q21174344	https://en.wikipedia.org/wiki/Zinc_finger_protein_510
41482	Q18036551	NLGN1	22871	Q21123113	https://en.wikipedia.org/wiki/NLGN1
41490	Q18036552	SEC31A	22872	Q21119692	https://en.wikipedia.org/wiki/SEC31A
41491	Q18036552	SEC31A	22872	Q21139359	https://en.wikipedia.org/wiki/SEC31A
41498	Q18036553	DZIP1	22873	Q21172256	https://en.wikipedia.org/wiki/DZIP1
41504	Q18036554	PLEKHA6	22874	Q21122020	https://en.wikipedia.org/wiki/PLEKHA6
41510	Q18036556	INPP5F	22876	Q21122746	https://en.wikipedia.org/wiki/INPP5F
41511	Q18036556	INPP5F	22876	Q21143522	https://en.wikipedia.org/wiki/INPP5F
41519	Q18036558	TRAPPC8	22878	Q21125488	https://en.wikipedia.org/wiki/KIAA1012
41525	Q18036560	MORC2	22880	Q21122404	https://en.wikipedia.org/wiki/MORC2
41526	Q18036560	MORC2	22880	Q21150961	https://en.wikipedia.org/wiki/MORC2
41537	Q18041275	AFTPH	54812	Q21132874	https://en.wikipedia.org/wiki/AFTPH
41543	Q18041279	ZNF280D	54816	Q21133067	https://en.wikipedia.org/wiki/SUHW4
41547	Q18041282	NDE1	54820	Q21118843	https://en.wikipedia.org/wiki/NDE1
41553	Q18041283	ERCC6L	54821	Q21106759	https://en.wikipedia.org/wiki/ERCC_excision_repair_6_like,_spindle_assembly_checkpoint_helicase
41557	Q18041285	CDHR2	54825	Q21132574	https://en.wikipedia.org/wiki/PCLKC
41564	Q18041288	BCAS3	54828	Q21109581	https://en.wikipedia.org/wiki/BCAS3
41565	Q18041288	BCAS3	54828	Q21140745	https://en.wikipedia.org/wiki/BCAS3
41572	Q18036492	CASC3	22794	Q21147471	https://en.wikipedia.org/wiki/CASC3
41579	Q18036493	NID2	22795	Q21133392	https://en.wikipedia.org/wiki/Nidogen-2
41581	Q18036494	COG2	22796	Q21117266	https://en.wikipedia.org/wiki/COG2
41585	Q18036495	TFEC	22797	Q21131901	https://en.wikipedia.org/wiki/TFEC
41588	Q18036496	LAMB4	22798	Q21104617	https://en.wikipedia.org/wiki/Laminin,_beta_4
41593	Q18036497	RRAS2	22800	Q21116680	https://en.wikipedia.org/wiki/RRAS2
41597	Q18036498	ITGA11	22801	Q21119184	https://en.wikipedia.org/wiki/Integrin_alpha_11
41602	Q18048950	UCN3	114131	Q21135885	https://en.wikipedia.org/wiki/UCN3
41607	Q18048952	SLC2A13	114134	Q22676828	https://en.wikipedia.org/wiki/SLC2A13
41612	Q18048878	VPS26B	112936	Q21136578	https://en.wikipedia.org/wiki/VPS26B
41613	Q18048878	VPS26B	112936	Q21141238	https://en.wikipedia.org/wiki/VPS26B
41624	Q18048879	GLB1L3	112937	Q21103142	https://en.wikipedia.org/wiki/GLB1L3
41625	Q18048879	GLB1L3	112937	Q21148838	https://en.wikipedia.org/wiki/GLB1L3
41634	Q18048880	NACC1	112939	Q21119530	https://en.wikipedia.org/wiki/BTBD14B
41639	Q18048881	CFAP36	112942	Q21100684	https://en.wikipedia.org/wiki/CCDC104
41643	Q18048882	MED8	112950	Q21114396	https://en.wikipedia.org/wiki/MED8
41646	Q18048885	PLCD3	113026	Q21123765	https://en.wikipedia.org/wiki/PLCD3
41647	Q18048885	PLCD3	113026	Q21149117	https://en.wikipedia.org/wiki/PLCD3
41653	Q18034672	DHX38	9785	Q21140850	https://en.wikipedia.org/wiki/DHX38
41658	Q18034674	DLGAP5	9787	Q21115820	https://en.wikipedia.org/wiki/DLGAP5
41666	Q18034675	MTSS1	9788	Q21118231	https://en.wikipedia.org/wiki/MTSS1
41667	Q18034675	MTSS1	9788	Q21140491	https://en.wikipedia.org/wiki/MTSS1
41674	Q18034678	PTDSS1	9791	Q21173802	https://en.wikipedia.org/wiki/Phosphatidylserine_synthase_1
41678	Q18034680	CKAP5	9793	Q21110616	https://en.wikipedia.org/wiki/CKAP5
41683	Q18034681	MAML1	9794	Q21119393	https://en.wikipedia.org/wiki/MAML1
41687	Q18034682	PHYHIP	9796	Q21119725	https://en.wikipedia.org/wiki/PHYHIP
41693	Q18034684	IST1	9798	Q21117666	https://en.wikipedia.org/wiki/KIAA0174
41699	Q18034685	MRPL19	9801	Q21123371	https://en.wikipedia.org/wiki/MRPL19
41700	Q18034685	MRPL19	9801	Q21145422	https://en.wikipedia.org/wiki/MRPL19
41710	Q18034686	DAZAP2	9802	Q21112723	https://en.wikipedia.org/wiki/DAZAP2
41718	Q18034687	TOMM20	9804	Q21136287	https://en.wikipedia.org/wiki/TOMM20
41719	Q18034687	TOMM20	9804	Q21142136	https://en.wikipedia.org/wiki/TOMM20
41728	Q18034688	SCRN1	9805	Q21114647	https://en.wikipedia.org/wiki/SCRN1
41729	Q18034688	SCRN1	9805	Q21148782	https://en.wikipedia.org/wiki/SCRN1
41739	Q18034689	SPOCK2	9806	Q21134318	https://en.wikipedia.org/wiki/SPOCK2
41743	Q18034690	IP6K1	9807	Q21173761	https://en.wikipedia.org/wiki/IHPK1
41746	Q18034692	RNF40	9810	Q21112602	https://en.wikipedia.org/wiki/RNF40
41750	Q18034697	SFI1	9814	Q21132579	https://en.wikipedia.org/wiki/SFI1
41761	Q18041976	YJU2	55702	Q21113982	https://en.wikipedia.org/wiki/CCDC94
41762	Q18041976	YJU2	55702	Q21149559	https://en.wikipedia.org/wiki/CCDC94
41768	Q18041978	CCDC88A	55704	Q21130662	https://en.wikipedia.org/wiki/CCDC88A
41774	Q18041979	IPO9	55705	Q21114734	https://en.wikipedia.org/wiki/IPO9
41781	Q18041980	NDC1	55706	Q21118840	https://en.wikipedia.org/wiki/NDC1
41788	Q18041981	NECAP2	55707	Q21124836	https://en.wikipedia.org/wiki/NECAP2
41793	Q18041984	ZNF334	55713	Q21150865	https://en.wikipedia.org/wiki/Zinc_finger_protein_334
41796	Q18041985	TENM3	55714	Q21122178	https://en.wikipedia.org/wiki/TENM3
41802	Q18041986	DOK4	55715	Q21132926	https://en.wikipedia.org/wiki/DOK4
41803	Q18041986	DOK4	55715	Q21144071	https://en.wikipedia.org/wiki/DOK4
41814	Q18041987	LMBR1L	55716	Q21121578	https://en.wikipedia.org/wiki/LMBR1L
41815	Q18041987	LMBR1L	55716	Q21151201	https://en.wikipedia.org/wiki/LMBR1L
41826	Q18041988	WDR11	55717	Q21122521	https://en.wikipedia.org/wiki/WD_repeat-containing_protein_11
41827	Q18041988	WDR11	55717	Q21145164	https://en.wikipedia.org/wiki/WD_repeat-containing_protein_11
41832	Q18041989	POLR3E	55718	Q21202202	https://en.wikipedia.org/wiki/POLR3E
41836	Q18041995	CEP72	55722	Q21112758	https://en.wikipedia.org/wiki/CEP72
41841	Q18041996	ASF1B	55723	Q21111632	https://en.wikipedia.org/wiki/ASF1B
41848	Q18036562	ZHX2	22882	Q21136837	https://en.wikipedia.org/wiki/ZHX2
41849	Q18036562	ZHX2	22882	Q21139369	https://en.wikipedia.org/wiki/ZHX2
41857	Q18036563	CLSTN1	22883	Q21117351	https://en.wikipedia.org/wiki/CLSTN1
41863	Q18036564	WDR37	22884	Q21122971	https://en.wikipedia.org/wiki/WDR37
41869	Q18036565	ABLIM3	22885	Q21104723	https://en.wikipedia.org/wiki/ABLIM3
41873	Q18036567	UBOX5	22888	Q21125083	https://en.wikipedia.org/wiki/UBOX5
41880	Q18036569	ZBTB1	22890	Q21150226	https://en.wikipedia.org/wiki/ZBTB1
41881	Q18036569	ZBTB1	22890	Q21170892	https://en.wikipedia.org/wiki/ZBTB1
41890	Q18036570	ZNF365	22891	Q21118837	https://en.wikipedia.org/wiki/ZNF365
41891	Q18036570	ZNF365	22891	Q21134019	https://en.wikipedia.org/wiki/ZNF365
41898	Q18036572	DIS3	22894	Q21115887	https://en.wikipedia.org/wiki/DIS3
41900	Q18036573	RPH3A	22895	Q21117343	https://en.wikipedia.org/wiki/RPH3A
41901	Q18036573	RPH3A	22895	Q21151181	https://en.wikipedia.org/wiki/RPH3A
41908	Q18036574	CEP164	22897	Q21113998	https://en.wikipedia.org/wiki/CEP164
41909	Q18036574	CEP164	22897	Q21140701	https://en.wikipedia.org/wiki/CEP164
41916	Q18036577	CARD8	22900	Q21112952	https://en.wikipedia.org/wiki/Caspase_recruitment_domain-containing_protein_8
41917	Q18036577	CARD8	22900	Q21139821	https://en.wikipedia.org/wiki/Caspase_recruitment_domain-containing_protein_8
41918	Q18036577	CARD8	22900	Q21141323	https://en.wikipedia.org/wiki/Caspase_recruitment_domain-containing_protein_8
41927	Q18036581	SBNO2	22904	Q21122769	https://en.wikipedia.org/wiki/SBNO2
41933	Q18036583	TRAK1	22906	Q21114836	https://en.wikipedia.org/wiki/TRAK1
41934	Q18036583	TRAK1	22906	Q21143350	https://en.wikipedia.org/wiki/TRAK1
41943	Q18036585	SACM1L	22908	Q21111980	https://en.wikipedia.org/wiki/SACM1L
41947	Q18034698	GIT2	9815	Q21101949	https://en.wikipedia.org/wiki/GIT2
41952	Q18034700	KEAP1	9817	Q21139515	https://en.wikipedia.org/wiki/KEAP1
41953	Q18034700	KEAP1	9817	Q21173646	https://en.wikipedia.org/wiki/KEAP1
41967	Q18034701	NUP58	9818	Q21433615	https://en.wikipedia.org/wiki/NUPL1
41973	Q18034703	CUL7	9820	Q21117430	https://en.wikipedia.org/wiki/CUL7
41982	Q18034704	RB1CC1	9821	Q21115135	https://en.wikipedia.org/wiki/RB1CC1
41983	Q18034704	RB1CC1	9821	Q21140624	https://en.wikipedia.org/wiki/RB1CC1
41992	Q18034707	SPATA2	9825	Q21173489	https://en.wikipedia.org/wiki/SPATA2
41998	Q18034708	ARHGEF11	9826	Q21101912	https://en.wikipedia.org/wiki/ARHGEF11
42002	Q18034711	DNAJC6	9829	Q21115371	https://en.wikipedia.org/wiki/Auxilin
42003	Q18034711	DNAJC6	9829	Q21149944	https://en.wikipedia.org/wiki/Auxilin
42011	Q18034715	JAKMIP2	9832	Q21114189	https://en.wikipedia.org/wiki/JAKMIP2
42015	Q18034716	MELK	9833	Q21173216	https://en.wikipedia.org/wiki/MELK
42020	Q18034718	LCMT2	9836	Q21135154	https://en.wikipedia.org/wiki/LCMT2
42024	Q18034719	GINS1	9837	Q21123796	https://en.wikipedia.org/wiki/GINS1
42030	Q18034721	TESPA1	9840	Q21127381	https://en.wikipedia.org/wiki/TESPA1
42031	Q18034721	TESPA1	9840	Q21140191	https://en.wikipedia.org/wiki/TESPA1
42037	Q18034723	PLEKHM1	9842	Q21117672	https://en.wikipedia.org/wiki/PLEKHM1
42046	Q18034557	MDC1	9656	Q21106545	https://en.wikipedia.org/wiki/MDC1
42053	Q18034558	IQCB1	9657	Q21107695	https://en.wikipedia.org/wiki/IQCB1
42054	Q18034558	IQCB1	9657	Q21139573	https://en.wikipedia.org/wiki/IQCB1
42062	Q18034559	ZNF516	9658	Q21136648	https://en.wikipedia.org/wiki/Zinc_finger_protein_516
42065	Q18034560	PDE4DIP	9659	Q6947982	https://en.wikipedia.org/wiki/Myomegalin
42066	Q18034560	PDE4DIP	9659	Q21147306	https://en.wikipedia.org/wiki/Myomegalin
42072	Q18034561	CEP135	9662	Q21109727	https://en.wikipedia.org/wiki/CEP135
42076	Q18034563	DZIP3	9666	Q21116568	https://en.wikipedia.org/wiki/Daz_interacting_zinc_finger_protein_3
42077	Q18034563	DZIP3	9666	Q21150057	https://en.wikipedia.org/wiki/Daz_interacting_zinc_finger_protein_3
42085	Q18034564	SAFB2	9667	Q21130768	https://en.wikipedia.org/wiki/SAFB2
42090	Q18034566	EIF5B	9669	Q21173591	https://en.wikipedia.org/wiki/EIF5B
42095	Q18034567	IPO13	9670	Q21111349	https://en.wikipedia.org/wiki/IPO13
42101	Q18034569	SDC3	9672	Q21127159	https://en.wikipedia.org/wiki/Syndecan-3
42107	Q18034577	DEPDC5	9681	Q21102539	https://en.wikipedia.org/wiki/DEPDC5
42108	Q18034577	DEPDC5	9681	Q21140841	https://en.wikipedia.org/wiki/DEPDC5
42114	Q18034578	KDM4A	9682	Q21107561	https://en.wikipedia.org/wiki/KDM4A
42119	Q18034581	CLINT1	9685	Q21144054	https://en.wikipedia.org/wiki/CLINT1
42120	Q18034581	CLINT1	9685	Q21173660	https://en.wikipedia.org/wiki/CLINT1
42125	Q18034583	VGLL4	9686	Q21125314	https://en.wikipedia.org/wiki/Vestigial_like_family_member_4
42130	Q18034584	GREB1	9687	Q21115966	https://en.wikipedia.org/wiki/GREB1
42131	Q18034584	GREB1	9687	Q21140152	https://en.wikipedia.org/wiki/GREB1
42138	Q18034585	NUP93	9688	Q21118895	https://en.wikipedia.org/wiki/Nucleoporin_93
42139	Q18034585	NUP93	9688	Q21140074	https://en.wikipedia.org/wiki/Nucleoporin_93
42144	Q18034586	BZW1	9689	Q21115572	https://en.wikipedia.org/wiki/BZW1
42146	Q18041817	AP1AR	55435	Q21109467	https://en.wikipedia.org/wiki/AP1AR
42150	Q18041820	CAMK2N1	55450	Q21131483	https://en.wikipedia.org/wiki/Calcium/calmodulin_dependent_protein_kinase_II_inhibitor_1
42155	Q18041823	DNAJA4	55466	Q21117961	https://en.wikipedia.org/wiki/DNAJA4
42159	Q18041824	NDUFAF7	55471	Q21123060	https://en.wikipedia.org/wiki/NDUFAF7
42164	Q18041827	PARL	55486	Q21133412	https://en.wikipedia.org/wiki/PARL
42165	Q18041827	PARL	55486	Q21148639	https://en.wikipedia.org/wiki/PARL
42170	Q18041829	CHST12	55501	Q21154196	https://en.wikipedia.org/wiki/CHST12
42174	Q18041830	HES6	55502	Q21120601	https://en.wikipedia.org/wiki/HES6
42178	Q18041831	TNFRSF19	55504	Q21135816	https://en.wikipedia.org/wiki/TNFRSF19
42183	Q18041833	MACROH2A2	55506	Q21110993	https://en.wikipedia.org/wiki/H2AFY2
42186	Q18041837	DDX43	55510	Q21115738	https://en.wikipedia.org/wiki/DDX43
42190	Q18041839	SMPD3	55512	Q21144907	https://en.wikipedia.org/wiki/SMPD3
42194	Q18041840	ASIC4	55515	Q21102091	https://en.wikipedia.org/wiki/ASIC4
42198	Q18041841	ELAC1	55520	Q21120564	https://en.wikipedia.org/wiki/ELAC1
42203	Q18041843	DHTKD1	55526	Q21105788	https://en.wikipedia.org/wiki/DHTKD1
